what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974773587
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974777067
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1299974779812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299974780775
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974785441
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974794270
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974803638
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974804812
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974805272
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974807814
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299974815142
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1299974842616
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1299974853245
